slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
1121,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-12-2021 09:02,3.91,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.91,,,,,,,,,3.91,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.91 > 3),1,1.94,Low Risk,Low
1122,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-01-2022 08:39,2.45,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.45,,,,,,,,,2.45,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1123,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-01-2022 08:32,1.24,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.24,,,,,,,,,1.24,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1124,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-01-2022 09:29,2.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.19,,,,,,,,,2.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1125,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-02-2022 09:34,1.69,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.69,,,,,,,,,1.69,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1126,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-02-2022 09:09,0.78,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.78,,,,,,,,,0.78,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1127,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-03-2022 09:54,0.45,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.45,,,,,,,,,0.45,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1128,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-03-2022 08:07,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1129,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-03-2022 08:25,1.22,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.22,,,,,,,,,1.22,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1130,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-04-2022 08:33,2.27,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.27,,,,,,,,,2.27,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1131,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-04-2022 08:45,1.17,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.17,,,,,,,,,1.17,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1132,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-04-2022 08:50,3.25,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.25,,,,,,,,,3.25,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.25 > 3),1,0.53,Low Risk,Low
1133,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-05-2022 08:50,0.41,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.41,,,,,,,,,0.41,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1134,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-05-2022 08:30,1.71,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.71,,,,,,,,,1.71,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1135,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-05-2022 09:56,1.48,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.48,,,,,,,,,1.48,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1136,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-06-2022 08:33,0.78,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.78,,,,,,,,,0.78,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1137,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-06-2022 08:39,2.63,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.63,,,,,,,,,2.63,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1138,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-06-2022 08:44,1.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.19,,,,,,,,,1.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1139,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-07-2022 08:07,1.45,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.45,,,,,,,,,1.45,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1140,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-07-2022 08:14,0.21,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.21,,,,,,,,,0.21,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1141,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-07-2022 08:21,0.21,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.21,,,,,,,,,0.21,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1142,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-08-2022 08:30,2.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.39,,,,,,,,,2.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1143,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-08-2022 08:35,2.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.39,,,,,,,,,2.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1144,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-08-2022 08:39,1.54,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.54,,,,,,,,,1.54,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1145,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-09-2022 08:30,0.68,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.68,,,,,,,,,0.68,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1146,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,12-09-2022 08:15,0.56,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.56,,,,,,,,,0.56,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1147,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,22-09-2022 08:16,2.21,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.21,,,,,,,,,2.21,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1148,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-10-2022 08:33,2.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,,,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1149,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-10-2022 08:42,2.98,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.98,,,,,,,,,2.98,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1150,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-10-2022 08:55,1.44,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.44,,,,,,,,,1.44,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1151,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-11-2022 08:17,1.67,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.67,,,,,,,,,1.67,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1152,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-11-2022 08:45,1.91,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.91,,,,,,,,,1.91,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1153,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-11-2022 08:54,1.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.01,,,,,,,,,1.01,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1154,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-12-2022 08:47,2.62,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.62,,,,,,,,,2.62,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1155,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,12-12-2022 08:25,3.59,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.59,,,,,,,,,3.59,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.59 > 3),1,1.26,Low Risk,Low
1156,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-12-2022 08:30,3.63,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.63,,,,,,,,,3.63,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.63 > 3),1,1.34,Low Risk,Low
1157,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,02-01-2023 08:35,2.47,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.47,,,,,,,,,2.47,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1158,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-01-2023 08:41,3.95,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.95,,,,,,,,,3.95,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.95 > 3),1,2.02,Low Risk,Low
1159,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-01-2023 08:47,2.9,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.9,,,,,,,,,2.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1160,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-02-2023 08:26,3.02,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.02,,,,,,,,,3.02,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.02 > 3),1,0.04,Low Risk,Low
1161,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-02-2023 08:31,1.23,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.23,,,,,,,,,1.23,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1162,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-02-2023 08:36,0.77,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.77,,,,,,,,,0.77,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1163,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-03-2023 08:33,2.63,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.63,,,,,,,,,2.63,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1164,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-03-2023 08:41,1.73,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.73,,,,,,,,,1.73,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1165,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-03-2023 08:46,1.57,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.57,,,,,,,,,1.57,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1166,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-04-2023 08:29,1.68,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.68,,,,,,,,,1.68,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1167,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-04-2023 08:43,1.87,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.87,,,,,,,,,1.87,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1168,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-05-2023 08:39,1.02,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.02,,,,,,,,,1.02,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1169,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-05-2023 08:44,2.49,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.49,,,,,,,,,2.49,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1170,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,22-05-2023 08:47,1.64,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.64,,,,,,,,,1.64,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1171,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-06-2023 09:10,1.01,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.01,,,,,,,,,1.01,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1172,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,12-06-2023 08:17,0.6,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.6,,,,,,,,,0.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1173,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-06-2023 09:02,0.61,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.61,,,,,,,,,0.61,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1174,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-07-2023 08:31,2.69,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.69,,,,,,,,,2.69,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1175,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-07-2023 08:35,0.63,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.63,,,,,,,,,0.63,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1176,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,21-07-2023 08:43,1.71,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.71,,,,,,,,,1.71,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1177,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,01-08-2023 08:14,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
1178,Srikakulam,CWC,28,Andhra Pradesh,519,SRIKAKULAM,SRIKAKULAM,-,-,Nagavali,East flowing rivers between Mahanadi and Pennar,-,-,-,Nagavali,18.31333333,83.88416667,11-08-2023 08:02,3.24,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.24,,,,,,,,,3.24,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.24 > 3),1,0.51,Low Risk,Low
